"ID","Sample","Abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0016",7672,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"1b039cbaab99f38bec0461ac24d07eec_genus","S00PP-0010",7484,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"1b039cbaab99f38bec0461ac24d07eec_genus","S00PP-0029",7304,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0007",7179,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0030",6445,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0009",6297,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"1b039cbaab99f38bec0461ac24d07eec_genus","S00PP-0011",6234,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0001",6212,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0006",6035,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"1b039cbaab99f38bec0461ac24d07eec_genus","S00PP-0005",5913,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0012",5595,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"1b039cbaab99f38bec0461ac24d07eec_genus","S00PP-0021",5565,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0029",5349,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0015",5268,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"1b039cbaab99f38bec0461ac24d07eec_genus","S00PP-0020",4681,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0025",4430,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0018",4350,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"1b039cbaab99f38bec0461ac24d07eec_genus","S00PP-0012",4238,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0013",4009,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0022",3869,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0028",3757,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0023",3320,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0010",3317,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0026",2939,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"7ec2e0de3e22b59c14e75484480b550c_genus","S00PP-0027",2578,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
